season,round,race_name,date,country,locality,circuit_id,split,driver_id,constructor_id,position,points,grid,laps,status,gap,fastest_rank,fastest,top_speed_kph,time_sec
2014,2,Malaysian Grand Prix,2014-03-30,Malaysia,Kuala Lumpur,sepang,train,hamilton,mercedes,1,25,1,56,Finished,1:40:25.974,1,1:43.066,193.611,103.066
2014,2,Malaysian Grand Prix,2014-03-30,Malaysia,Kuala Lumpur,sepang,train,rosberg,mercedes,2,18,3,56,Finished,+17.313,2,1:43.960,191.946,103.96000000000001
2014,2,Malaysian Grand Prix,2014-03-30,Malaysia,Kuala Lumpur,sepang,train,vettel,red_bull,3,15,2,56,Finished,+24.534,4,1:44.289,191.341,104.289
2014,2,Malaysian Grand Prix,2014-03-30,Malaysia,Kuala Lumpur,sepang,train,alonso,ferrari,4,12,4,56,Finished,+35.992,3,1:44.165,191.569,104.16499999999999
2014,2,Malaysian Grand Prix,2014-03-30,Malaysia,Kuala Lumpur,sepang,train,hulkenberg,force_india,5,10,7,56,Finished,+47.199,10,1:45.982,188.284,105.982
2014,2,Malaysian Grand Prix,2014-03-30,Malaysia,Kuala Lumpur,sepang,train,button,mclaren,6,8,10,56,Finished,+1:23.691,11,1:46.039,188.183,106.039
2014,2,Malaysian Grand Prix,2014-03-30,Malaysia,Kuala Lumpur,sepang,train,massa,williams,7,6,13,56,Finished,+1:25.076,6,1:44.897,190.232,104.89699999999999
2014,2,Malaysian Grand Prix,2014-03-30,Malaysia,Kuala Lumpur,sepang,train,bottas,williams,8,4,18,56,Finished,+1:25.537,9,1:45.475,189.189,105.475
2014,3,Bahrain Grand Prix,2014-04-06,Bahrain,Sakhir,bahrain,train,hamilton,mercedes,1,25,2,57,Finished,1:39:42.743,2,1:37.108,200.634,97.108
2014,3,Bahrain Grand Prix,2014-04-06,Bahrain,Sakhir,bahrain,train,rosberg,mercedes,2,18,1,57,Finished,+1.085,1,1:37.020,200.816,97.02000000000001
2014,3,Bahrain Grand Prix,2014-04-06,Bahrain,Sakhir,bahrain,train,perez,force_india,3,15,4,57,Finished,+24.067,7,1:39.320,196.165,99.32
2014,3,Bahrain Grand Prix,2014-04-06,Bahrain,Sakhir,bahrain,train,ricciardo,red_bull,4,12,13,57,Finished,+24.489,4,1:39.269,196.266,99.269
2014,3,Bahrain Grand Prix,2014-04-06,Bahrain,Sakhir,bahrain,train,hulkenberg,force_india,5,10,11,57,Finished,+28.654,3,1:38.785,197.228,98.785
2014,3,Bahrain Grand Prix,2014-04-06,Bahrain,Sakhir,bahrain,train,vettel,red_bull,6,8,10,57,Finished,+29.879,6,1:39.312,196.181,99.312
2014,3,Bahrain Grand Prix,2014-04-06,Bahrain,Sakhir,bahrain,train,massa,williams,7,6,7,57,Finished,+31.265,5,1:39.272,196.26,99.27199999999999
2014,3,Bahrain Grand Prix,2014-04-06,Bahrain,Sakhir,bahrain,train,bottas,williams,8,4,3,57,Finished,+31.876,13,1:39.762,195.296,99.762
2014,3,Bahrain Grand Prix,2014-04-06,Bahrain,Sakhir,bahrain,train,alonso,ferrari,9,2,9,57,Finished,+32.595,12,1:39.732,195.355,99.732
2014,3,Bahrain Grand Prix,2014-04-06,Bahrain,Sakhir,bahrain,train,raikkonen,ferrari,10,1,5,57,Finished,+33.462,8,1:39.438,195.933,99.438
2014,3,Bahrain Grand Prix,2014-04-06,Bahrain,Sakhir,bahrain,train,kvyat,toro_rosso,11,0,12,57,Finished,+41.342,15,1:40.160,194.52,100.16
2014,3,Bahrain Grand Prix,2014-04-06,Bahrain,Sakhir,bahrain,train,grosjean,lotus_f1,12,0,16,57,Finished,+43.143,9,1:39.443,195.923,99.443
2014,3,Bahrain Grand Prix,2014-04-06,Bahrain,Sakhir,bahrain,train,chilton,marussia,13,0,21,57,Finished,+59.909,21,1:41.825,191.34,101.825
2014,3,Bahrain Grand Prix,2014-04-06,Bahrain,Sakhir,bahrain,train,maldonado,lotus_f1,14,0,17,57,Finished,+1:02.803,11,1:39.666,195.484,99.666
2014,3,Bahrain Grand Prix,2014-04-06,Bahrain,Sakhir,bahrain,train,kobayashi,caterham,15,0,18,57,Finished,+1:27.900,18,1:41.246,192.434,101.24600000000001
2014,4,Chinese Grand Prix,2014-04-20,China,Shanghai,shanghai,train,hamilton,mercedes,1,25,1,54,Finished,1:33:28.338,2,1:41.196,193.916,101.196
2014,4,Chinese Grand Prix,2014-04-20,China,Shanghai,shanghai,train,rosberg,mercedes,2,18,4,54,Finished,+18.062,1,1:40.402,195.45,100.402
2014,4,Chinese Grand Prix,2014-04-20,China,Shanghai,shanghai,train,alonso,ferrari,3,15,5,54,Finished,+23.604,4,1:42.081,192.235,102.081
2014,4,Chinese Grand Prix,2014-04-20,China,Shanghai,shanghai,train,ricciardo,red_bull,4,12,2,54,Finished,+27.136,3,1:41.473,193.387,101.473
2014,4,Chinese Grand Prix,2014-04-20,China,Shanghai,shanghai,train,vettel,red_bull,5,10,3,54,Finished,+47.778,5,1:42.169,192.07,102.169
2014,4,Chinese Grand Prix,2014-04-20,China,Shanghai,shanghai,train,hulkenberg,force_india,6,8,8,54,Finished,+54.295,10,1:42.624,191.218,102.624
2014,4,Chinese Grand Prix,2014-04-20,China,Shanghai,shanghai,train,bottas,williams,7,6,7,54,Finished,+55.697,11,1:42.660,191.151,102.66
2014,4,Chinese Grand Prix,2014-04-20,China,Shanghai,shanghai,train,raikkonen,ferrari,8,4,11,54,Finished,+1:16.335,8,1:42.300,191.824,102.3
2014,4,Chinese Grand Prix,2014-04-20,China,Shanghai,shanghai,train,perez,force_india,9,2,16,54,Finished,+1:22.647,6,1:42.228,191.959,102.22800000000001
2014,5,Spanish Grand Prix,2014-05-11,Spain,Montmeló,catalunya,train,hamilton,mercedes,1,25,1,66,Finished,1:41:05.155,3,1:29.483,187.275,89.483
2014,5,Spanish Grand Prix,2014-05-11,Spain,Montmeló,catalunya,train,rosberg,mercedes,2,18,2,66,Finished,+0.636,2,1:29.236,187.794,89.236
2014,5,Spanish Grand Prix,2014-05-11,Spain,Montmeló,catalunya,train,ricciardo,red_bull,3,15,3,66,Finished,+49.014,5,1:30.012,186.175,90.012
2014,5,Spanish Grand Prix,2014-05-11,Spain,Montmeló,catalunya,train,vettel,red_bull,4,12,15,66,Finished,+1:16.702,1,1:28.918,188.465,88.918
2014,5,Spanish Grand Prix,2014-05-11,Spain,Montmeló,catalunya,train,bottas,williams,5,10,4,66,Finished,+1:19.293,8,1:30.424,185.326,90.424
2014,5,Spanish Grand Prix,2014-05-11,Spain,Montmeló,catalunya,train,alonso,ferrari,6,8,7,66,Finished,+1:27.743,4,1:29.898,186.411,89.898
2014,6,Monaco Grand Prix,2014-05-25,Monaco,Monte-Carlo,monaco,train,rosberg,mercedes,1,25,1,78,Finished,1:49:27.661,4,1:19.425,151.388,79.425
2014,6,Monaco Grand Prix,2014-05-25,Monaco,Monte-Carlo,monaco,train,hamilton,mercedes,2,18,2,78,Finished,+9.210,3,1:19.361,151.51,79.361
2014,6,Monaco Grand Prix,2014-05-25,Monaco,Monte-Carlo,monaco,train,ricciardo,red_bull,3,15,3,78,Finished,+9.614,2,1:19.252,151.718,79.252
2014,6,Monaco Grand Prix,2014-05-25,Monaco,Monte-Carlo,monaco,train,alonso,ferrari,4,12,5,78,Finished,+32.452,5,1:19.727,150.814,79.727
2014,7,Canadian Grand Prix,2014-06-08,Canada,Montreal,villeneuve,train,ricciardo,red_bull,1,25,6,70,Finished,1:39:12.830,4,1:18.640,199.638,78.64
2014,7,Canadian Grand Prix,2014-06-08,Canada,Montreal,villeneuve,train,rosberg,mercedes,2,18,1,70,Finished,+4.236,7,1:18.881,199.028,78.881
2014,7,Canadian Grand Prix,2014-06-08,Canada,Montreal,villeneuve,train,vettel,red_bull,3,15,3,70,Finished,+5.247,10,1:19.171,198.299,79.17099999999999
2014,7,Canadian Grand Prix,2014-06-08,Canada,Montreal,villeneuve,train,button,mclaren,4,12,9,70,Finished,+11.755,5,1:18.759,199.337,78.759
2014,7,Canadian Grand Prix,2014-06-08,Canada,Montreal,villeneuve,train,hulkenberg,force_india,5,10,11,70,Finished,+12.843,8,1:18.936,198.89,78.936
2014,7,Canadian Grand Prix,2014-06-08,Canada,Montreal,villeneuve,train,alonso,ferrari,6,8,7,70,Finished,+14.869,3,1:18.614,199.704,78.614
2014,7,Canadian Grand Prix,2014-06-08,Canada,Montreal,villeneuve,train,bottas,williams,7,6,4,70,Finished,+23.578,11,1:19.321,197.924,79.321
2014,7,Canadian Grand Prix,2014-06-08,Canada,Montreal,villeneuve,train,vergne,toro_rosso,8,4,8,70,Finished,+28.026,12,1:19.399,197.73,79.399
2014,7,Canadian Grand Prix,2014-06-08,Canada,Montreal,villeneuve,train,kevin_magnussen,mclaren,9,2,12,70,Finished,+29.254,6,1:18.819,199.185,78.819
2014,7,Canadian Grand Prix,2014-06-08,Canada,Montreal,villeneuve,train,raikkonen,ferrari,10,1,10,70,Finished,+53.678,2,1:18.529,199.921,78.529
2014,9,British Grand Prix,2014-07-06,UK,Silverstone,silverstone,train,hamilton,mercedes,1,25,6,52,Finished,2:26:52.094,1,1:37.176,218.239,97.176
2014,9,British Grand Prix,2014-07-06,UK,Silverstone,silverstone,train,bottas,williams,2,18,14,52,Finished,+30.135,4,1:38.264,215.822,98.26400000000001
2014,9,British Grand Prix,2014-07-06,UK,Silverstone,silverstone,train,ricciardo,red_bull,3,15,8,52,Finished,+46.495,7,1:38.459,215.395,98.459
2014,9,British Grand Prix,2014-07-06,UK,Silverstone,silverstone,train,button,mclaren,4,12,3,52,Finished,+47.390,5,1:38.284,215.778,98.28399999999999
2014,9,British Grand Prix,2014-07-06,UK,Silverstone,silverstone,train,vettel,red_bull,5,10,2,52,Finished,+53.864,2,1:37.481,217.556,97.481
2014,9,British Grand Prix,2014-07-06,UK,Silverstone,silverstone,train,alonso,ferrari,6,8,16,52,Finished,+59.946,8,1:38.587,215.115,98.587
2014,9,British Grand Prix,2014-07-06,UK,Silverstone,silverstone,train,kevin_magnussen,mclaren,7,6,5,52,Finished,+1:02.563,10,1:38.677,214.919,98.67699999999999
2014,9,British Grand Prix,2014-07-06,UK,Silverstone,silverstone,train,hulkenberg,force_india,8,4,4,52,Finished,+1:28.692,9,1:38.625,215.032,98.625
2014,9,British Grand Prix,2014-07-06,UK,Silverstone,silverstone,train,kvyat,toro_rosso,9,2,9,52,Finished,+1:29.340,6,1:38.407,215.509,98.407
2014,10,German Grand Prix,2014-07-20,Germany,Hockenheim,hockenheimring,train,rosberg,mercedes,1,25,1,67,Finished,1:33:42.914,6,1:21.298,202.543,81.298
2014,10,German Grand Prix,2014-07-20,Germany,Hockenheim,hockenheimring,train,bottas,williams,2,18,2,67,Finished,+20.789,9,1:21.494,202.056,81.494
2014,10,German Grand Prix,2014-07-20,Germany,Hockenheim,hockenheimring,train,hamilton,mercedes,3,15,20,67,Finished,+22.530,1,1:19.908,206.066,79.908
2014,10,German Grand Prix,2014-07-20,Germany,Hockenheim,hockenheimring,train,vettel,red_bull,4,12,6,67,Finished,+44.014,10,1:21.545,201.93,81.545
2014,10,German Grand Prix,2014-07-20,Germany,Hockenheim,hockenheimring,train,alonso,ferrari,5,10,7,67,Finished,+52.467,3,1:20.548,204.429,80.548
2014,10,German Grand Prix,2014-07-20,Germany,Hockenheim,hockenheimring,train,ricciardo,red_bull,6,8,5,67,Finished,+52.549,5,1:20.846,203.676,80.846
2014,10,German Grand Prix,2014-07-20,Germany,Hockenheim,hockenheimring,train,hulkenberg,force_india,7,6,9,67,Finished,+1:04.178,13,1:22.098,200.57,82.098
2014,10,German Grand Prix,2014-07-20,Germany,Hockenheim,hockenheimring,train,button,mclaren,8,4,11,67,Finished,+1:24.711,8,1:21.346,202.424,81.346
2014,11,Hungarian Grand Prix,2014-07-27,Hungary,Budapest,hungaroring,train,ricciardo,red_bull,1,25,4,70,Finished,1:53:05.058,2,1:26.608,182.103,86.608
2014,11,Hungarian Grand Prix,2014-07-27,Hungary,Budapest,hungaroring,train,alonso,ferrari,2,18,5,70,Finished,+5.225,5,1:27.419,180.413,87.419
2014,11,Hungarian Grand Prix,2014-07-27,Hungary,Budapest,hungaroring,train,hamilton,mercedes,3,15,22,70,Finished,+5.857,4,1:27.380,180.494,87.38
2014,11,Hungarian Grand Prix,2014-07-27,Hungary,Budapest,hungaroring,train,rosberg,mercedes,4,12,1,70,Finished,+6.361,1,1:25.724,183.981,85.724
2014,11,Hungarian Grand Prix,2014-07-27,Hungary,Budapest,hungaroring,train,massa,williams,5,10,6,70,Finished,+29.841,7,1:28.229,178.757,88.229
2014,11,Hungarian Grand Prix,2014-07-27,Hungary,Budapest,hungaroring,train,raikkonen,ferrari,6,8,16,70,Finished,+31.491,6,1:27.983,179.257,87.983
2014,11,Hungarian Grand Prix,2014-07-27,Hungary,Budapest,hungaroring,train,vettel,red_bull,7,6,2,70,Finished,+40.964,9,1:28.746,177.716,88.746
2014,11,Hungarian Grand Prix,2014-07-27,Hungary,Budapest,hungaroring,train,bottas,williams,8,4,3,70,Finished,+41.344,3,1:26.850,181.595,86.85
2014,11,Hungarian Grand Prix,2014-07-27,Hungary,Budapest,hungaroring,train,vergne,toro_rosso,9,2,8,70,Finished,+58.527,11,1:29.120,176.97,89.12
2014,11,Hungarian Grand Prix,2014-07-27,Hungary,Budapest,hungaroring,train,button,mclaren,10,1,7,70,Finished,+1:07.280,13,1:29.156,176.898,89.156
2014,11,Hungarian Grand Prix,2014-07-27,Hungary,Budapest,hungaroring,train,sutil,sauber,11,0,11,70,Finished,+1:08.169,8,1:28.704,177.8,88.70400000000001
2014,11,Hungarian Grand Prix,2014-07-27,Hungary,Budapest,hungaroring,train,kevin_magnussen,mclaren,12,0,21,70,Finished,+1:18.465,10,1:28.883,177.442,88.883
2014,11,Hungarian Grand Prix,2014-07-27,Hungary,Budapest,hungaroring,train,maldonado,lotus_f1,13,0,20,70,Finished,+1:24.024,12,1:29.128,176.954,89.128
2014,12,Belgian Grand Prix,2014-08-24,Belgium,Spa,spa,train,ricciardo,red_bull,1,25,5,44,Finished,1:24:36.556,6,1:52.974,223.187,112.97399999999999
2014,12,Belgian Grand Prix,2014-08-24,Belgium,Spa,spa,train,rosberg,mercedes,2,18,1,44,Finished,+3.383,1,1:50.511,228.161,110.511
2014,12,Belgian Grand Prix,2014-08-24,Belgium,Spa,spa,train,bottas,williams,3,15,6,44,Finished,+28.032,4,1:52.716,223.698,112.71600000000001
2014,12,Belgian Grand Prix,2014-08-24,Belgium,Spa,spa,train,raikkonen,ferrari,4,12,8,44,Finished,+36.815,13,1:54.090,221.004,114.09
2014,12,Belgian Grand Prix,2014-08-24,Belgium,Spa,spa,train,vettel,red_bull,5,10,3,44,Finished,+52.196,5,1:52.953,223.229,112.953
2014,12,Belgian Grand Prix,2014-08-24,Belgium,Spa,spa,train,button,mclaren,6,8,10,44,Finished,+54.580,8,1:53.483,222.186,113.483
2014,12,Belgian Grand Prix,2014-08-24,Belgium,Spa,spa,train,alonso,ferrari,7,6,4,44,Finished,+1:01.162,11,1:53.879,221.413,113.87899999999999
2014,12,Belgian Grand Prix,2014-08-24,Belgium,Spa,spa,train,perez,force_india,8,4,13,44,Finished,+1:04.293,16,1:54.532,220.151,114.532
2014,12,Belgian Grand Prix,2014-08-24,Belgium,Spa,spa,train,kvyat,toro_rosso,9,2,11,44,Finished,+1:05.347,14,1:54.159,220.87,114.15899999999999
2014,12,Belgian Grand Prix,2014-08-24,Belgium,Spa,spa,train,hulkenberg,force_india,10,1,18,44,Finished,+1:05.697,9,1:53.612,221.934,113.612
2014,12,Belgian Grand Prix,2014-08-24,Belgium,Spa,spa,train,vergne,toro_rosso,11,0,12,44,Finished,+1:11.920,7,1:53.276,222.592,113.27600000000001
2014,12,Belgian Grand Prix,2014-08-24,Belgium,Spa,spa,train,kevin_magnussen,mclaren,12,0,7,44,Finished,+1:14.262,15,1:54.203,220.785,114.203
2014,12,Belgian Grand Prix,2014-08-24,Belgium,Spa,spa,train,massa,williams,13,0,9,44,Finished,+1:15.975,3,1:52.512,224.104,112.512
2014,12,Belgian Grand Prix,2014-08-24,Belgium,Spa,spa,train,sutil,sauber,14,0,14,44,Finished,+1:22.447,2,1:52.413,224.301,112.413
2014,12,Belgian Grand Prix,2014-08-24,Belgium,Spa,spa,train,gutierrez,sauber,15,0,20,44,Finished,+1:30.825,12,1:54.000,221.178,114
2014,13,Italian Grand Prix,2014-09-07,Italy,Monza,monza,train,hamilton,mercedes,1,25,1,53,Finished,1:19:10.236,1,1:28.004,236.975,88.004
2014,13,Italian Grand Prix,2014-09-07,Italy,Monza,monza,train,rosberg,mercedes,2,18,2,53,Finished,+3.175,2,1:28.206,236.432,88.206
2014,13,Italian Grand Prix,2014-09-07,Italy,Monza,monza,train,massa,williams,3,15,4,53,Finished,+25.026,3,1:28.342,236.068,88.342
2014,13,Italian Grand Prix,2014-09-07,Italy,Monza,monza,train,bottas,williams,4,12,3,53,Finished,+40.786,5,1:28.559,235.49,88.559
2014,13,Italian Grand Prix,2014-09-07,Italy,Monza,monza,train,ricciardo,red_bull,5,10,9,53,Finished,+50.309,6,1:28.588,235.413,88.588
2014,13,Italian Grand Prix,2014-09-07,Italy,Monza,monza,train,vettel,red_bull,6,8,8,53,Finished,+59.965,10,1:29.141,233.952,89.14099999999999
2014,13,Italian Grand Prix,2014-09-07,Italy,Monza,monza,train,perez,force_india,7,6,10,53,Finished,+1:02.518,8,1:29.107,234.042,89.107
2014,13,Italian Grand Prix,2014-09-07,Italy,Monza,monza,train,button,mclaren,8,4,6,53,Finished,+1:03.063,11,1:29.245,233.68,89.245
2014,13,Italian Grand Prix,2014-09-07,Italy,Monza,monza,train,raikkonen,ferrari,9,2,11,53,Finished,+1:03.535,7,1:28.942,234.476,88.94200000000001
2014,13,Italian Grand Prix,2014-09-07,Italy,Monza,monza,train,kevin_magnussen,mclaren,10,1,5,53,Finished,+1:06.171,12,1:29.283,233.58,89.283
2014,13,Italian Grand Prix,2014-09-07,Italy,Monza,monza,train,kvyat,toro_rosso,11,0,21,53,Finished,+1:11.184,4,1:28.486,235.684,88.486
2014,13,Italian Grand Prix,2014-09-07,Italy,Monza,monza,train,hulkenberg,force_india,12,0,13,53,Finished,+1:12.606,13,1:29.366,233.363,89.366
2014,13,Italian Grand Prix,2014-09-07,Italy,Monza,monza,train,vergne,toro_rosso,13,0,12,53,Finished,+1:13.093,9,1:29.121,234.005,89.121
2014,15,Japanese Grand Prix,2014-10-05,Japan,Suzuka,suzuka,train,hamilton,mercedes,1,25,2,44,Finished,1:51:43.021,1,1:51.600,187.322,111.6
2014,15,Japanese Grand Prix,2014-10-05,Japan,Suzuka,suzuka,train,rosberg,mercedes,2,18,1,44,Finished,+9.180,6,1:52.551,185.739,112.551
2014,15,Japanese Grand Prix,2014-10-05,Japan,Suzuka,suzuka,train,vettel,red_bull,3,15,9,44,Finished,+29.122,3,1:51.915,186.795,111.91499999999999
2014,15,Japanese Grand Prix,2014-10-05,Japan,Suzuka,suzuka,train,ricciardo,red_bull,4,12,6,44,Finished,+38.818,4,1:52.231,186.269,112.231
2014,15,Japanese Grand Prix,2014-10-05,Japan,Suzuka,suzuka,train,button,mclaren,5,10,8,44,Finished,+1:07.550,2,1:51.721,187.119,111.721
2014,15,Japanese Grand Prix,2014-10-05,Japan,Suzuka,suzuka,train,bottas,williams,6,8,3,44,Finished,+1:53.773,13,1:54.103,183.213,114.10300000000001
2014,15,Japanese Grand Prix,2014-10-05,Japan,Suzuka,suzuka,train,massa,williams,7,6,4,44,Finished,+1:55.126,8,1:53.450,184.267,113.45
2014,15,Japanese Grand Prix,2014-10-05,Japan,Suzuka,suzuka,train,hulkenberg,force_india,8,4,13,44,Finished,+1:55.948,7,1:52.814,185.306,112.814
2014,15,Japanese Grand Prix,2014-10-05,Japan,Suzuka,suzuka,train,vergne,toro_rosso,9,2,20,44,Finished,+2:07.638,11,1:53.562,184.086,113.562
2014,16,Russian Grand Prix,2014-10-12,Russia,Sochi,sochi,train,hamilton,mercedes,1,25,1,53,Finished,1:31:50.744,3,1:41.606,207.2,101.606
2014,16,Russian Grand Prix,2014-10-12,Russia,Sochi,sochi,train,rosberg,mercedes,2,18,2,53,Finished,+13.657,2,1:41.360,207.703,101.36
2014,16,Russian Grand Prix,2014-10-12,Russia,Sochi,sochi,train,bottas,williams,3,15,3,53,Finished,+17.425,1,1:40.896,208.658,100.896
2014,16,Russian Grand Prix,2014-10-12,Russia,Sochi,sochi,train,button,mclaren,4,12,4,53,Finished,+30.234,4,1:41.964,206.472,101.964
2014,16,Russian Grand Prix,2014-10-12,Russia,Sochi,sochi,train,kevin_magnussen,mclaren,5,10,11,53,Finished,+53.616,14,1:43.076,204.245,103.076
2014,16,Russian Grand Prix,2014-10-12,Russia,Sochi,sochi,train,alonso,ferrari,6,8,7,53,Finished,+1:00.016,6,1:42.179,206.038,102.179
2014,16,Russian Grand Prix,2014-10-12,Russia,Sochi,sochi,train,ricciardo,red_bull,7,6,6,53,Finished,+1:01.812,13,1:43.050,204.296,103.05
2014,16,Russian Grand Prix,2014-10-12,Russia,Sochi,sochi,train,vettel,red_bull,8,4,10,53,Finished,+1:06.185,8,1:42.630,205.133,102.63
2014,16,Russian Grand Prix,2014-10-12,Russia,Sochi,sochi,train,raikkonen,ferrari,9,2,8,53,Finished,+1:18.877,11,1:42.919,204.556,102.919
2014,16,Russian Grand Prix,2014-10-12,Russia,Sochi,sochi,train,perez,force_india,10,1,12,53,Finished,+1:20.067,12,1:42.924,204.547,102.924
2014,16,Russian Grand Prix,2014-10-12,Russia,Sochi,sochi,train,massa,williams,11,0,18,53,Finished,+1:20.877,10,1:42.879,204.636,102.87899999999999
2014,16,Russian Grand Prix,2014-10-12,Russia,Sochi,sochi,train,hulkenberg,force_india,12,0,17,53,Finished,+1:21.309,9,1:42.685,205.023,102.685
2014,16,Russian Grand Prix,2014-10-12,Russia,Sochi,sochi,train,vergne,toro_rosso,13,0,9,53,Finished,+1:37.295,7,1:42.550,205.293,102.55
2014,17,United States Grand Prix,2014-11-02,USA,Austin,americas,train,hamilton,mercedes,1,25,2,56,Finished,1:40:04.785,4,1:41.929,194.712,101.929
2014,17,United States Grand Prix,2014-11-02,USA,Austin,americas,train,rosberg,mercedes,2,18,1,56,Finished,+4.314,5,1:41.932,194.706,101.932
2014,17,United States Grand Prix,2014-11-02,USA,Austin,americas,train,ricciardo,red_bull,3,15,5,56,Finished,+25.560,7,1:42.831,193.004,102.831
2014,17,United States Grand Prix,2014-11-02,USA,Austin,americas,train,massa,williams,4,12,4,56,Finished,+26.924,9,1:42.971,192.741,102.971
2014,17,United States Grand Prix,2014-11-02,USA,Austin,americas,train,bottas,williams,5,10,3,56,Finished,+30.992,6,1:42.505,193.617,102.505
2014,17,United States Grand Prix,2014-11-02,USA,Austin,americas,train,alonso,ferrari,6,8,6,56,Finished,+1:35.231,2,1:41.474,195.585,101.47399999999999
2014,17,United States Grand Prix,2014-11-02,USA,Austin,americas,train,vettel,red_bull,7,6,18,56,Finished,+1:35.734,1,1:41.379,195.768,101.37899999999999
2014,17,United States Grand Prix,2014-11-02,USA,Austin,americas,train,kevin_magnussen,mclaren,8,4,7,56,Finished,+1:40.682,14,1:44.287,190.309,104.287
2014,17,United States Grand Prix,2014-11-02,USA,Austin,americas,train,maldonado,lotus_f1,9,2,10,56,Finished,+1:47.870,11,1:43.808,191.187,103.80799999999999
2014,17,United States Grand Prix,2014-11-02,USA,Austin,americas,train,vergne,toro_rosso,10,1,14,56,Finished,+1:48.863,12,1:44.180,190.504,104.18
2014,18,Brazilian Grand Prix,2014-11-09,Brazil,São Paulo,interlagos,train,rosberg,mercedes,1,25,1,71,Finished,1:30:02.555,2,1:13.619,210.711,73.619
2014,18,Brazilian Grand Prix,2014-11-09,Brazil,São Paulo,interlagos,train,hamilton,mercedes,2,18,2,71,Finished,+1.457,1,1:13.555,210.895,73.555
2014,18,Brazilian Grand Prix,2014-11-09,Brazil,São Paulo,interlagos,train,massa,williams,3,15,3,71,Finished,+41.031,7,1:14.101,209.341,74.101
2014,18,Brazilian Grand Prix,2014-11-09,Brazil,São Paulo,interlagos,train,button,mclaren,4,12,5,71,Finished,+48.658,4,1:13.999,209.629,73.999
2014,18,Brazilian Grand Prix,2014-11-09,Brazil,São Paulo,interlagos,train,vettel,red_bull,5,10,6,71,Finished,+51.420,5,1:14.018,209.576,74.018
2014,18,Brazilian Grand Prix,2014-11-09,Brazil,São Paulo,interlagos,train,alonso,ferrari,6,8,8,71,Finished,+1:01.906,10,1:14.313,208.744,74.313
2014,18,Brazilian Grand Prix,2014-11-09,Brazil,São Paulo,interlagos,train,raikkonen,ferrari,7,6,10,71,Finished,+1:03.730,17,1:14.963,206.934,74.963
2014,18,Brazilian Grand Prix,2014-11-09,Brazil,São Paulo,interlagos,train,hulkenberg,force_india,8,4,12,71,Finished,+1:03.934,3,1:13.728,210.4,73.728
2014,18,Brazilian Grand Prix,2014-11-09,Brazil,São Paulo,interlagos,train,kevin_magnussen,mclaren,9,2,7,71,Finished,+1:10.085,11,1:14.544,208.097,74.544
2015,1,Australian Grand Prix,2015-03-15,Australia,Melbourne,albert_park,train,hamilton,mercedes,1,25,1,58,Finished,1:31:54.067,1,1:30.945,209.915,90.945
2015,1,Australian Grand Prix,2015-03-15,Australia,Melbourne,albert_park,train,rosberg,mercedes,2,18,2,58,Finished,+1.360,2,1:31.092,209.577,91.092
2015,1,Australian Grand Prix,2015-03-15,Australia,Melbourne,albert_park,train,vettel,ferrari,3,15,4,58,Finished,+34.523,4,1:31.457,208.74,91.457
2015,1,Australian Grand Prix,2015-03-15,Australia,Melbourne,albert_park,train,massa,williams,4,12,3,58,Finished,+38.196,6,1:31.719,208.144,91.719
2015,1,Australian Grand Prix,2015-03-15,Australia,Melbourne,albert_park,train,nasr,sauber,5,10,10,58,Finished,+1:35.149,9,1:32.612,206.137,92.612
2015,2,Malaysian Grand Prix,2015-03-29,Malaysia,Kuala Lumpur,sepang,train,vettel,ferrari,1,25,2,56,Finished,1:41:05.793,3,1:43.648,193.501,103.648
2015,2,Malaysian Grand Prix,2015-03-29,Malaysia,Kuala Lumpur,sepang,train,hamilton,mercedes,2,18,1,56,Finished,+8.569,2,1:43.125,193.501,103.125
2015,2,Malaysian Grand Prix,2015-03-29,Malaysia,Kuala Lumpur,sepang,train,rosberg,mercedes,3,15,3,56,Finished,+12.310,1,1:42.062,195.516,102.062
2015,2,Malaysian Grand Prix,2015-03-29,Malaysia,Kuala Lumpur,sepang,train,raikkonen,ferrari,4,12,11,56,Finished,+53.822,7,1:44.124,191.644,104.124
2015,2,Malaysian Grand Prix,2015-03-29,Malaysia,Kuala Lumpur,sepang,train,bottas,williams,5,10,8,56,Finished,+1:10.409,6,1:44.088,191.71,104.088
2015,2,Malaysian Grand Prix,2015-03-29,Malaysia,Kuala Lumpur,sepang,train,massa,williams,6,8,7,56,Finished,+1:13.586,5,1:43.990,191.891,103.99000000000001
2015,2,Malaysian Grand Prix,2015-03-29,Malaysia,Kuala Lumpur,sepang,train,max_verstappen,toro_rosso,7,6,6,56,Finished,+1:37.762,9,1:44.579,190.81,104.57900000000001
2015,3,Chinese Grand Prix,2015-04-12,China,Shanghai,shanghai,train,hamilton,mercedes,1,25,1,56,Finished,1:39:42.008,1,1:42.208,191.996,102.208
2015,3,Chinese Grand Prix,2015-04-12,China,Shanghai,shanghai,train,rosberg,mercedes,2,18,2,56,Finished,+0.714,2,1:42.565,191.328,102.565
2015,3,Chinese Grand Prix,2015-04-12,China,Shanghai,shanghai,train,vettel,ferrari,3,15,3,56,Finished,+2.988,5,1:43.018,190.487,103.018
