season,round,race_name,date,country,locality,circuit_id,split,driver_id,constructor_id,position,points,grid,laps,status,gap,fastest_rank,fastest,top_speed_kph,time_sec
2021,2,Emilia Romagna Grand Prix,2021-04-18,Italy,Imola,imola,train,alonso,alpine,10,1,15,63,Finished,+1:06.561,14,1:19.417,222.526,79.417
2021,2,Emilia Romagna Grand Prix,2021-04-18,Italy,Imola,imola,train,perez,red_bull,11,0,2,63,Finished,+1:07.151,13,1:19.396,222.585,79.396
2021,2,Emilia Romagna Grand Prix,2021-04-18,Italy,Imola,imola,train,tsunoda,alphatauri,12,0,20,63,Finished,+1:13.184,4,1:18.334,225.603,78.334
2021,2,Emilia Romagna Grand Prix,2021-04-18,Italy,Imola,imola,train,raikkonen,alfa,13,0,16,63,Finished,+1:34.773,5,1:18.353,225.548,78.35300000000001
2021,3,Portuguese Grand Prix,2021-05-02,Portugal,Portimão,portimao,train,hamilton,mercedes,1,25,2,66,Finished,1:34:31.421,4,1:20.933,206.971,80.93299999999999
2021,3,Portuguese Grand Prix,2021-05-02,Portugal,Portimão,portimao,train,max_verstappen,red_bull,2,18,3,66,Finished,+29.148,3,1:20.695,207.581,80.695
2021,3,Portuguese Grand Prix,2021-05-02,Portugal,Portimão,portimao,train,bottas,mercedes,3,16,1,66,Finished,+33.530,1,1:19.865,209.738,79.865
2021,3,Portuguese Grand Prix,2021-05-02,Portugal,Portimão,portimao,train,perez,red_bull,4,12,4,66,Finished,+39.735,2,1:20.643,207.715,80.643
2021,3,Portuguese Grand Prix,2021-05-02,Portugal,Portimão,portimao,train,norris,mclaren,5,10,7,66,Finished,+51.369,7,1:21.696,205.038,81.696
2021,3,Portuguese Grand Prix,2021-05-02,Portugal,Portimão,portimao,train,leclerc,ferrari,6,8,8,66,Finished,+55.781,6,1:21.496,205.541,81.496
2021,3,Portuguese Grand Prix,2021-05-02,Portugal,Portimão,portimao,train,ocon,alpine,7,6,6,66,Finished,+1:03.749,8,1:21.886,204.562,81.886
2021,3,Portuguese Grand Prix,2021-05-02,Portugal,Portimão,portimao,train,alonso,alpine,8,4,13,66,Finished,+1.808,5,1:21.032,206.718,81.032
2021,3,Portuguese Grand Prix,2021-05-02,Portugal,Portimão,portimao,train,ricciardo,mclaren,9,2,16,66,Finished,+1:15.369,10,1:21.987,204.31,81.987
2021,3,Portuguese Grand Prix,2021-05-02,Portugal,Portimão,portimao,train,gasly,alphatauri,10,1,9,66,Finished,+1:16.463,11,1:22.014,204.243,82.014
2021,3,Portuguese Grand Prix,2021-05-02,Portugal,Portimão,portimao,train,sainz,ferrari,11,0,5,66,Finished,+1:18.955,14,1:22.325,203.471,82.325
2021,4,Spanish Grand Prix,2021-05-09,Spain,Montmeló,catalunya,train,hamilton,mercedes,1,25,1,66,Finished,1:33:07.680,5,1:20.665,208.64,80.66499999999999
2021,4,Spanish Grand Prix,2021-05-09,Spain,Montmeló,catalunya,train,max_verstappen,red_bull,2,19,2,66,Finished,+15.841,1,1:18.149,215.357,78.149
2021,4,Spanish Grand Prix,2021-05-09,Spain,Montmeló,catalunya,train,bottas,mercedes,3,15,3,66,Finished,+26.610,2,1:19.430,211.884,79.43
2021,4,Spanish Grand Prix,2021-05-09,Spain,Montmeló,catalunya,train,leclerc,ferrari,4,12,4,66,Finished,+54.616,4,1:20.459,209.174,80.459
2021,4,Spanish Grand Prix,2021-05-09,Spain,Montmeló,catalunya,train,perez,red_bull,5,10,8,66,Finished,+1:03.671,3,1:19.483,211.743,79.483
2021,4,Spanish Grand Prix,2021-05-09,Spain,Montmeló,catalunya,train,ricciardo,mclaren,6,8,7,66,Finished,+1:13.768,10,1:21.853,205.612,81.85300000000001
2021,4,Spanish Grand Prix,2021-05-09,Spain,Montmeló,catalunya,train,sainz,ferrari,7,6,6,66,Finished,+1:14.670,9,1:21.568,206.33,81.568
2021,5,Monaco Grand Prix,2021-05-23,Monaco,Monte-Carlo,monaco,train,max_verstappen,red_bull,1,25,2,78,Finished,1:38:56.820,6,1:14.649,160.929,74.649
2021,5,Monaco Grand Prix,2021-05-23,Monaco,Monte-Carlo,monaco,train,sainz,ferrari,2,18,4,78,Finished,+8.968,5,1:14.621,160.989,74.621
2021,5,Monaco Grand Prix,2021-05-23,Monaco,Monte-Carlo,monaco,train,norris,mclaren,3,15,5,78,Finished,+19.427,7,1:14.670,160.883,74.67
2021,5,Monaco Grand Prix,2021-05-23,Monaco,Monte-Carlo,monaco,train,perez,red_bull,4,12,9,78,Finished,+20.490,3,1:14.552,161.138,74.55199999999999
2021,5,Monaco Grand Prix,2021-05-23,Monaco,Monte-Carlo,monaco,train,vettel,aston_martin,5,10,8,78,Finished,+52.591,11,1:15.316,159.503,75.316
2021,5,Monaco Grand Prix,2021-05-23,Monaco,Monte-Carlo,monaco,train,gasly,alphatauri,6,8,6,78,Finished,+53.896,14,1:15.412,159.3,75.412
2021,5,Monaco Grand Prix,2021-05-23,Monaco,Monte-Carlo,monaco,train,hamilton,mercedes,7,7,7,78,Finished,+1:08.231,1,1:12.909,164.769,72.909
2021,6,Azerbaijan Grand Prix,2021-06-06,Azerbaijan,Baku,baku,train,perez,red_bull,1,25,6,51,Finished,2:13:36.410,2,1:44.687,206.432,104.687
2021,6,Azerbaijan Grand Prix,2021-06-06,Azerbaijan,Baku,baku,train,vettel,aston_martin,2,18,11,51,Finished,+1.385,4,1:44.890,206.032,104.89
2021,6,Azerbaijan Grand Prix,2021-06-06,Azerbaijan,Baku,baku,train,gasly,alphatauri,3,15,4,51,Finished,+2.762,6,1:45.220,205.386,105.22
2021,6,Azerbaijan Grand Prix,2021-06-06,Azerbaijan,Baku,baku,train,leclerc,ferrari,4,12,1,51,Finished,+3.828,8,1:45.382,205.071,105.382
2021,6,Azerbaijan Grand Prix,2021-06-06,Azerbaijan,Baku,baku,train,norris,mclaren,5,10,9,51,Finished,+4.754,7,1:45.326,205.18,105.326
2021,6,Azerbaijan Grand Prix,2021-06-06,Azerbaijan,Baku,baku,train,alonso,alpine,6,8,8,51,Finished,+6.382,11,1:45.624,204.601,105.624
2021,6,Azerbaijan Grand Prix,2021-06-06,Azerbaijan,Baku,baku,train,tsunoda,alphatauri,7,6,7,51,Finished,+6.624,5,1:44.939,205.936,104.939
2021,6,Azerbaijan Grand Prix,2021-06-06,Azerbaijan,Baku,baku,train,sainz,ferrari,8,4,5,51,Finished,+7.709,13,1:45.700,204.454,105.7
2021,6,Azerbaijan Grand Prix,2021-06-06,Azerbaijan,Baku,baku,train,ricciardo,mclaren,9,2,13,51,Finished,+8.874,14,1:45.713,204.428,105.713
2021,6,Azerbaijan Grand Prix,2021-06-06,Azerbaijan,Baku,baku,train,raikkonen,alfa,10,1,14,51,Finished,+9.576,10,1:45.601,204.645,105.601
2021,6,Azerbaijan Grand Prix,2021-06-06,Azerbaijan,Baku,baku,train,giovinazzi,alfa,11,0,20,51,Finished,+10.254,9,1:45.575,204.696,105.575
2021,6,Azerbaijan Grand Prix,2021-06-06,Azerbaijan,Baku,baku,train,bottas,mercedes,12,0,10,51,Finished,+11.264,12,1:45.665,204.521,105.66499999999999
2021,6,Azerbaijan Grand Prix,2021-06-06,Azerbaijan,Baku,baku,train,mick_schumacher,haas,13,0,17,51,Finished,+14.241,18,1:47.624,200.799,107.624
2021,6,Azerbaijan Grand Prix,2021-06-06,Azerbaijan,Baku,baku,train,mazepin,haas,14,0,18,51,Finished,+14.315,19,1:47.747,200.569,107.747
2021,6,Azerbaijan Grand Prix,2021-06-06,Azerbaijan,Baku,baku,train,hamilton,mercedes,15,0,2,51,Finished,+17.668,3,1:44.769,206.27,104.769
2021,6,Azerbaijan Grand Prix,2021-06-06,Azerbaijan,Baku,baku,train,latifi,williams,16,0,16,51,Finished,+43.379,17,1:46.608,202.712,106.608
2021,7,French Grand Prix,2021-06-20,France,Le Castellet,ricard,train,max_verstappen,red_bull,1,26,1,53,Finished,1:27:25.770,1,1:36.404,218.156,96.404
2021,7,French Grand Prix,2021-06-20,France,Le Castellet,ricard,train,hamilton,mercedes,2,18,2,53,Finished,+2.904,5,1:37.410,215.903,97.41
2021,7,French Grand Prix,2021-06-20,France,Le Castellet,ricard,train,perez,red_bull,3,15,4,53,Finished,+8.811,2,1:36.693,217.504,96.693
2021,7,French Grand Prix,2021-06-20,France,Le Castellet,ricard,train,bottas,mercedes,4,12,3,53,Finished,+14.618,3,1:36.960,216.905,96.96000000000001
2021,7,French Grand Prix,2021-06-20,France,Le Castellet,ricard,train,norris,mclaren,5,10,8,53,Finished,+1:04.032,6,1:37.425,215.87,97.425
2021,7,French Grand Prix,2021-06-20,France,Le Castellet,ricard,train,ricciardo,mclaren,6,8,10,53,Finished,+1:15.857,14,1:38.324,213.896,98.324
2021,7,French Grand Prix,2021-06-20,France,Le Castellet,ricard,train,gasly,alphatauri,7,6,6,53,Finished,+1:16.596,11,1:38.103,214.378,98.10300000000001
2021,7,French Grand Prix,2021-06-20,France,Le Castellet,ricard,train,alonso,alpine,8,4,9,53,Finished,+1:17.695,7,1:37.646,215.382,97.646
2021,7,French Grand Prix,2021-06-20,France,Le Castellet,ricard,train,vettel,aston_martin,9,2,12,53,Finished,+1:19.666,4,1:37.138,216.508,97.138
2021,7,French Grand Prix,2021-06-20,France,Le Castellet,ricard,train,stroll,aston_martin,10,1,19,53,Finished,+1:31.946,9,1:37.828,214.981,97.828
2021,7,French Grand Prix,2021-06-20,France,Le Castellet,ricard,train,sainz,ferrari,11,0,5,53,Finished,+1:39.337,18,1:38.931,212.584,98.931
2021,8,Styrian Grand Prix,2021-06-27,Austria,Spielberg,red_bull_ring,train,max_verstappen,red_bull,1,25,1,71,Finished,1:22:18.925,3,1:08.017,228.542,68.017
2021,8,Styrian Grand Prix,2021-06-27,Austria,Spielberg,red_bull_ring,train,hamilton,mercedes,2,19,2,71,Finished,+35.743,1,1:07.058,231.811,67.05799999999999
2021,8,Styrian Grand Prix,2021-06-27,Austria,Spielberg,red_bull_ring,train,bottas,mercedes,3,15,5,71,Finished,+46.907,5,1:08.619,226.537,68.619
2021,8,Styrian Grand Prix,2021-06-27,Austria,Spielberg,red_bull_ring,train,perez,red_bull,4,12,4,71,Finished,+47.434,2,1:07.894,228.956,67.894
2021,9,Austrian Grand Prix,2021-07-04,Austria,Spielberg,red_bull_ring,train,max_verstappen,red_bull,1,26,1,71,Finished,1:23:54.543,1,1:06.200,234.815,66.2
2021,9,Austrian Grand Prix,2021-07-04,Austria,Spielberg,red_bull_ring,train,bottas,mercedes,2,18,5,71,Finished,+17.973,6,1:08.374,227.349,68.374
2021,9,Austrian Grand Prix,2021-07-04,Austria,Spielberg,red_bull_ring,train,norris,mclaren,3,15,2,71,Finished,+20.019,10,1:08.471,227.027,68.471
2021,9,Austrian Grand Prix,2021-07-04,Austria,Spielberg,red_bull_ring,train,hamilton,mercedes,4,12,4,71,Finished,+46.452,3,1:08.126,228.177,68.126
2021,9,Austrian Grand Prix,2021-07-04,Austria,Spielberg,red_bull_ring,train,sainz,ferrari,5,10,10,71,Finished,+57.144,2,1:07.762,229.402,67.762
2021,9,Austrian Grand Prix,2021-07-04,Austria,Spielberg,red_bull_ring,train,perez,red_bull,6,8,3,71,Finished,+57.915,5,1:08.192,227.956,68.19200000000001
2021,9,Austrian Grand Prix,2021-07-04,Austria,Spielberg,red_bull_ring,train,ricciardo,mclaren,7,6,13,71,Finished,+1:00.395,14,1:08.820,225.876,68.82
2021,9,Austrian Grand Prix,2021-07-04,Austria,Spielberg,red_bull_ring,train,leclerc,ferrari,8,4,12,71,Finished,+1:01.195,13,1:08.698,226.277,68.69800000000001
2021,9,Austrian Grand Prix,2021-07-04,Austria,Spielberg,red_bull_ring,train,gasly,alphatauri,9,2,6,71,Finished,+1:01.844,4,1:08.146,228.11,68.146
2021,12,Belgian Grand Prix,2021-08-29,Belgium,Spa,spa,train,max_verstappen,red_bull,1,12.5,1,1,Finished,3:27.071,NA,NA,NA,NA
2021,12,Belgian Grand Prix,2021-08-29,Belgium,Spa,spa,train,russell,williams,2,9,2,1,Finished,+1.995,NA,NA,NA,NA
2021,12,Belgian Grand Prix,2021-08-29,Belgium,Spa,spa,train,hamilton,mercedes,3,7.5,3,1,Finished,+2.601,NA,NA,NA,NA
2021,12,Belgian Grand Prix,2021-08-29,Belgium,Spa,spa,train,ricciardo,mclaren,4,6,4,1,Finished,+4.496,NA,NA,NA,NA
2021,12,Belgian Grand Prix,2021-08-29,Belgium,Spa,spa,train,vettel,aston_martin,5,5,5,1,Finished,+7.479,NA,NA,NA,NA
2021,12,Belgian Grand Prix,2021-08-29,Belgium,Spa,spa,train,gasly,alphatauri,6,4,6,1,Finished,+10.177,NA,NA,NA,NA
2021,12,Belgian Grand Prix,2021-08-29,Belgium,Spa,spa,train,ocon,alpine,7,3,8,1,Finished,+11.579,NA,NA,NA,NA
2021,12,Belgian Grand Prix,2021-08-29,Belgium,Spa,spa,train,leclerc,ferrari,8,2,9,1,Finished,+12.608,NA,NA,NA,NA
2021,12,Belgian Grand Prix,2021-08-29,Belgium,Spa,spa,train,latifi,williams,9,1,10,1,Finished,+15.485,NA,NA,NA,NA
2021,12,Belgian Grand Prix,2021-08-29,Belgium,Spa,spa,train,sainz,ferrari,10,0.5,11,1,Finished,+16.166,NA,NA,NA,NA
2021,12,Belgian Grand Prix,2021-08-29,Belgium,Spa,spa,train,alonso,alpine,11,0,12,1,Finished,+20.590,NA,NA,NA,NA
2021,12,Belgian Grand Prix,2021-08-29,Belgium,Spa,spa,train,bottas,mercedes,12,0,13,1,Finished,+22.414,NA,NA,NA,NA
2021,12,Belgian Grand Prix,2021-08-29,Belgium,Spa,spa,train,giovinazzi,alfa,13,0,14,1,Finished,+24.163,NA,NA,NA,NA
2021,12,Belgian Grand Prix,2021-08-29,Belgium,Spa,spa,train,norris,mclaren,14,0,15,1,Finished,+27.110,NA,NA,NA,NA
2021,12,Belgian Grand Prix,2021-08-29,Belgium,Spa,spa,train,tsunoda,alphatauri,15,0,16,1,Finished,+28.329,NA,NA,NA,NA
2021,12,Belgian Grand Prix,2021-08-29,Belgium,Spa,spa,train,mick_schumacher,haas,16,0,17,1,Finished,+29.507,NA,NA,NA,NA
2021,12,Belgian Grand Prix,2021-08-29,Belgium,Spa,spa,train,mazepin,haas,17,0,18,1,Finished,+31.993,NA,NA,NA,NA
2021,12,Belgian Grand Prix,2021-08-29,Belgium,Spa,spa,train,raikkonen,alfa,18,0,0,1,Finished,+36.054,NA,NA,NA,NA
2021,12,Belgian Grand Prix,2021-08-29,Belgium,Spa,spa,train,perez,red_bull,19,0,0,1,Finished,+38.205,NA,NA,NA,NA
2021,12,Belgian Grand Prix,2021-08-29,Belgium,Spa,spa,train,stroll,aston_martin,20,0,19,1,Finished,+44.108,NA,NA,NA,NA
2021,14,Italian Grand Prix,2021-09-12,Italy,Monza,monza,train,ricciardo,mclaren,1,26,2,53,Finished,1:21:54.365,1,1:24.812,245.894,84.812
2021,14,Italian Grand Prix,2021-09-12,Italy,Monza,monza,train,norris,mclaren,2,18,3,53,Finished,+1.747,3,1:24.971,245.434,84.971
2021,14,Italian Grand Prix,2021-09-12,Italy,Monza,monza,train,bottas,mercedes,3,15,19,53,Finished,+4.921,2,1:24.827,245.85,84.827
2021,14,Italian Grand Prix,2021-09-12,Italy,Monza,monza,train,leclerc,ferrari,4,12,5,53,Finished,+7.309,6,1:25.319,244.433,85.319
2021,14,Italian Grand Prix,2021-09-12,Italy,Monza,monza,train,perez,red_bull,5,10,8,53,Finished,+8.723,4,1:25.156,244.901,85.156
2021,14,Italian Grand Prix,2021-09-12,Italy,Monza,monza,train,sainz,ferrari,6,8,6,53,Finished,+10.535,8,1:25.559,243.747,85.559
2021,14,Italian Grand Prix,2021-09-12,Italy,Monza,monza,train,stroll,aston_martin,7,6,9,53,Finished,+15.804,13,1:25.853,242.912,85.85300000000001
2021,14,Italian Grand Prix,2021-09-12,Italy,Monza,monza,train,alonso,alpine,8,4,10,53,Finished,+17.201,7,1:25.472,243.995,85.47200000000001
2021,14,Italian Grand Prix,2021-09-12,Italy,Monza,monza,train,russell,williams,9,2,14,53,Finished,+19.742,11,1:25.835,242.963,85.83500000000001
2021,14,Italian Grand Prix,2021-09-12,Italy,Monza,monza,train,ocon,alpine,10,1,12,53,Finished,+20.868,9,1:25.566,243.727,85.566
2021,14,Italian Grand Prix,2021-09-12,Italy,Monza,monza,train,latifi,williams,11,0,13,53,Finished,+23.743,16,1:25.953,242.63,85.953
2021,14,Italian Grand Prix,2021-09-12,Italy,Monza,monza,train,vettel,aston_martin,12,0,11,53,Finished,+24.621,15,1:25.938,242.672,85.938
2021,14,Italian Grand Prix,2021-09-12,Italy,Monza,monza,train,giovinazzi,alfa,13,0,7,53,Finished,+27.216,10,1:25.718,243.295,85.718
2021,14,Italian Grand Prix,2021-09-12,Italy,Monza,monza,train,kubica,alfa,14,0,17,53,Finished,+29.769,12,1:25.849,242.924,85.849
2021,14,Italian Grand Prix,2021-09-12,Italy,Monza,monza,train,mick_schumacher,haas,15,0,18,53,Finished,+51.088,17,1:26.707,240.52,86.707
2021,15,Russian Grand Prix,2021-09-26,Russia,Sochi,sochi,train,hamilton,mercedes,1,25,4,53,Finished,1:30:41.001,2,1:37.575,215.76,97.575
2021,15,Russian Grand Prix,2021-09-26,Russia,Sochi,sochi,train,max_verstappen,red_bull,2,18,20,53,Finished,+53.271,5,1:38.396,213.959,98.396
2021,15,Russian Grand Prix,2021-09-26,Russia,Sochi,sochi,train,sainz,ferrari,3,15,2,53,Finished,+1:02.475,12,1:39.294,212.024,99.294
2021,15,Russian Grand Prix,2021-09-26,Russia,Sochi,sochi,train,ricciardo,mclaren,4,12,5,53,Finished,+1:05.607,9,1:39.124,212.388,99.124
2021,15,Russian Grand Prix,2021-09-26,Russia,Sochi,sochi,train,bottas,mercedes,5,10,16,53,Finished,+1:07.533,3,1:38.216,214.352,98.21600000000001
2021,15,Russian Grand Prix,2021-09-26,Russia,Sochi,sochi,train,alonso,alpine,6,8,6,53,Finished,+1:21.321,6,1:38.686,213.331,98.686
2021,15,Russian Grand Prix,2021-09-26,Russia,Sochi,sochi,train,norris,mclaren,7,7,1,53,Finished,+1:27.224,1,1:37.423,216.096,97.423
2021,15,Russian Grand Prix,2021-09-26,Russia,Sochi,sochi,train,raikkonen,alfa,8,4,13,53,Finished,+1:28.955,16,1:40.289,209.921,100.289
2021,15,Russian Grand Prix,2021-09-26,Russia,Sochi,sochi,train,perez,red_bull,9,2,8,53,Finished,+1:30.076,10,1:39.215,212.193,99.215
2021,15,Russian Grand Prix,2021-09-26,Russia,Sochi,sochi,train,russell,williams,10,1,3,53,Finished,+1:40.551,18,1:40.596,209.28,100.596
2021,15,Russian Grand Prix,2021-09-26,Russia,Sochi,sochi,train,stroll,aston_martin,11,0,7,53,Finished,+1:46.198,17,1:40.464,209.555,100.464
2021,16,Turkish Grand Prix,2021-10-10,Turkey,Istanbul,istanbul,train,bottas,mercedes,1,26,1,58,Finished,1:31:04.103,1,1:30.432,212.5,90.432
2021,16,Turkish Grand Prix,2021-10-10,Turkey,Istanbul,istanbul,train,max_verstappen,red_bull,2,18,2,58,Finished,+14.584,9,1:32.759,207.169,92.759
2021,16,Turkish Grand Prix,2021-10-10,Turkey,Istanbul,istanbul,train,perez,red_bull,3,15,6,58,Finished,+33.471,4,1:32.459,207.841,92.459
2021,16,Turkish Grand Prix,2021-10-10,Turkey,Istanbul,istanbul,train,leclerc,ferrari,4,12,3,58,Finished,+37.814,8,1:32.737,207.218,92.737
2021,16,Turkish Grand Prix,2021-10-10,Turkey,Istanbul,istanbul,train,hamilton,mercedes,5,10,11,58,Finished,+41.812,10,1:32.763,207.16,92.763
2021,16,Turkish Grand Prix,2021-10-10,Turkey,Istanbul,istanbul,train,gasly,alphatauri,6,8,4,58,Finished,+44.292,11,1:32.814,207.046,92.814
2021,16,Turkish Grand Prix,2021-10-10,Turkey,Istanbul,istanbul,train,norris,mclaren,7,6,7,58,Finished,+47.213,3,1:32.446,207.87,92.446
2021,16,Turkish Grand Prix,2021-10-10,Turkey,Istanbul,istanbul,train,sainz,ferrari,8,4,19,58,Finished,+51.526,2,1:31.921,209.057,91.92099999999999
2021,16,Turkish Grand Prix,2021-10-10,Turkey,Istanbul,istanbul,train,stroll,aston_martin,9,2,8,58,Finished,+1:22.018,6,1:32.608,207.506,92.608
2021,18,Mexico City Grand Prix,2021-11-07,Mexico,Mexico City,rodriguez,train,max_verstappen,red_bull,1,25,3,71,Finished,1:38:39.086,2,1:18.999,196.134,78.999
2021,18,Mexico City Grand Prix,2021-11-07,Mexico,Mexico City,rodriguez,train,hamilton,mercedes,2,18,2,71,Finished,+16.555,4,1:19.820,194.116,79.82
2021,18,Mexico City Grand Prix,2021-11-07,Mexico,Mexico City,rodriguez,train,perez,red_bull,3,15,4,71,Finished,+17.752,3,1:19.468,194.976,79.468
2021,18,Mexico City Grand Prix,2021-11-07,Mexico,Mexico City,rodriguez,train,gasly,alphatauri,4,12,5,71,Finished,+1:03.845,7,1:20.510,192.453,80.51
2021,18,Mexico City Grand Prix,2021-11-07,Mexico,Mexico City,rodriguez,train,leclerc,ferrari,5,10,8,71,Finished,+1:21.037,9,1:20.665,192.083,80.66499999999999
2021,19,São Paulo Grand Prix,2021-11-14,Brazil,São Paulo,interlagos,train,hamilton,mercedes,1,25,10,71,Finished,1:32:22.851,2,1:11.982,215.503,71.982
2021,19,São Paulo Grand Prix,2021-11-14,Brazil,São Paulo,interlagos,train,max_verstappen,red_bull,2,18,2,71,Finished,+10.496,3,1:12.486,214.005,72.486
2021,19,São Paulo Grand Prix,2021-11-14,Brazil,São Paulo,interlagos,train,bottas,mercedes,3,15,1,71,Finished,+13.576,4,1:12.526,213.887,72.526
2021,19,São Paulo Grand Prix,2021-11-14,Brazil,São Paulo,interlagos,train,perez,red_bull,4,13,4,71,Finished,+39.940,1,1:11.010,218.453,71.01
2021,19,São Paulo Grand Prix,2021-11-14,Brazil,São Paulo,interlagos,train,leclerc,ferrari,5,10,6,71,Finished,+49.517,7,1:12.822,213.018,72.822
2021,19,São Paulo Grand Prix,2021-11-14,Brazil,São Paulo,interlagos,train,sainz,ferrari,6,8,3,71,Finished,+51.820,6,1:12.710,213.346,72.71000000000001
2021,20,Qatar Grand Prix,2021-11-21,Qatar,Al Daayen,losail,train,hamilton,mercedes,1,25,1,57,Finished,1:24:28.471,2,1:25.084,227.633,85.084
2021,20,Qatar Grand Prix,2021-11-21,Qatar,Al Daayen,losail,train,max_verstappen,red_bull,2,19,7,57,Finished,+25.743,1,1:23.196,232.799,83.196
2021,20,Qatar Grand Prix,2021-11-21,Qatar,Al Daayen,losail,train,alonso,alpine,3,15,3,57,Finished,+59.457,10,1:26.682,223.437,86.682
2021,20,Qatar Grand Prix,2021-11-21,Qatar,Al Daayen,losail,train,perez,red_bull,4,12,11,57,Finished,+1:02.306,3,1:25.613,226.227,85.613
2021,20,Qatar Grand Prix,2021-11-21,Qatar,Al Daayen,losail,train,ocon,alpine,5,10,9,57,Finished,+1:20.570,13,1:27.061,222.464,87.061
2021,20,Qatar Grand Prix,2021-11-21,Qatar,Al Daayen,losail,train,stroll,aston_martin,6,8,12,57,Finished,+1:21.274,17,1:27.356,221.713,87.356
2021,20,Qatar Grand Prix,2021-11-21,Qatar,Al Daayen,losail,train,sainz,ferrari,7,6,5,57,Finished,+1:21.911,9,1:26.570,223.726,86.57
2021,20,Qatar Grand Prix,2021-11-21,Qatar,Al Daayen,losail,train,leclerc,ferrari,8,4,13,57,Finished,+1:23.126,8,1:26.555,223.765,86.555
2021,21,Saudi Arabian Grand Prix,2021-12-05,Saudi Arabia,Jeddah,jeddah,train,hamilton,mercedes,1,26,1,50,Finished,2:06:15.118,1,1:30.734,244.962,90.73400000000001
2021,21,Saudi Arabian Grand Prix,2021-12-05,Saudi Arabia,Jeddah,jeddah,train,max_verstappen,red_bull,2,18,3,50,Finished,+11.825,3,1:31.488,242.943,91.488
2021,21,Saudi Arabian Grand Prix,2021-12-05,Saudi Arabia,Jeddah,jeddah,train,bottas,mercedes,3,15,2,50,Finished,+27.531,2,1:31.408,243.155,91.408
2021,21,Saudi Arabian Grand Prix,2021-12-05,Saudi Arabia,Jeddah,jeddah,train,ocon,alpine,4,12,9,50,Finished,+27.633,6,1:31.797,242.125,91.797
2021,21,Saudi Arabian Grand Prix,2021-12-05,Saudi Arabia,Jeddah,jeddah,train,ricciardo,mclaren,5,10,11,50,Finished,+40.121,11,1:32.716,239.725,92.71600000000001
2021,21,Saudi Arabian Grand Prix,2021-12-05,Saudi Arabia,Jeddah,jeddah,train,gasly,alphatauri,6,8,6,50,Finished,+41.613,9,1:32.297,240.813,92.297
2021,21,Saudi Arabian Grand Prix,2021-12-05,Saudi Arabia,Jeddah,jeddah,train,leclerc,ferrari,7,6,4,50,Finished,+44.475,4,1:31.601,242.643,91.601
2021,21,Saudi Arabian Grand Prix,2021-12-05,Saudi Arabia,Jeddah,jeddah,train,sainz,ferrari,8,4,15,50,Finished,+46.606,7,1:31.851,241.983,91.851
2021,21,Saudi Arabian Grand Prix,2021-12-05,Saudi Arabia,Jeddah,jeddah,train,giovinazzi,alfa,9,2,10,50,Finished,+58.505,15,1:32.865,239.34,92.86500000000001
2021,21,Saudi Arabian Grand Prix,2021-12-05,Saudi Arabia,Jeddah,jeddah,train,norris,mclaren,10,1,7,50,Finished,+1:01.358,8,1:31.914,241.817,91.914
2021,21,Saudi Arabian Grand Prix,2021-12-05,Saudi Arabia,Jeddah,jeddah,train,stroll,aston_martin,11,0,18,50,Finished,+1:17.212,14,1:32.804,239.498,92.804
2021,21,Saudi Arabian Grand Prix,2021-12-05,Saudi Arabia,Jeddah,jeddah,train,latifi,williams,12,0,16,50,Finished,+1:23.249,12,1:32.751,239.635,92.751
2021,22,Abu Dhabi Grand Prix,2021-12-12,UAE,Abu Dhabi,yas_marina,train,max_verstappen,red_bull,1,26,1,58,Finished,1:30:17.345,1,1:26.103,220.8,86.10300000000001
2021,22,Abu Dhabi Grand Prix,2021-12-12,UAE,Abu Dhabi,yas_marina,train,hamilton,mercedes,2,18,2,58,Finished,+2.256,3,1:26.615,219.495,86.615
2021,22,Abu Dhabi Grand Prix,2021-12-12,UAE,Abu Dhabi,yas_marina,train,sainz,ferrari,3,15,5,58,Finished,+5.173,9,1:27.618,216.982,87.618
2021,22,Abu Dhabi Grand Prix,2021-12-12,UAE,Abu Dhabi,yas_marina,train,tsunoda,alphatauri,4,12,8,58,Finished,+5.692,7,1:27.496,217.285,87.496
2021,22,Abu Dhabi Grand Prix,2021-12-12,UAE,Abu Dhabi,yas_marina,train,gasly,alphatauri,5,10,12,58,Finished,+6.531,6,1:27.342,217.668,87.342
2021,22,Abu Dhabi Grand Prix,2021-12-12,UAE,Abu Dhabi,yas_marina,train,bottas,mercedes,6,8,6,58,Finished,+7.463,5,1:26.862,218.871,86.862
2021,22,Abu Dhabi Grand Prix,2021-12-12,UAE,Abu Dhabi,yas_marina,train,norris,mclaren,7,6,3,58,Finished,+59.200,4,1:26.762,219.123,86.762
2021,22,Abu Dhabi Grand Prix,2021-12-12,UAE,Abu Dhabi,yas_marina,train,alonso,alpine,8,4,11,58,Finished,+1:01.708,8,1:27.607,217.01,87.607
2021,22,Abu Dhabi Grand Prix,2021-12-12,UAE,Abu Dhabi,yas_marina,train,ocon,alpine,9,2,9,58,Finished,+1:04.026,10,1:28.249,215.431,88.249
2021,22,Abu Dhabi Grand Prix,2021-12-12,UAE,Abu Dhabi,yas_marina,train,leclerc,ferrari,10,1,7,58,Finished,+1:06.057,12,1:28.433,214.983,88.43299999999999
